Code;Nom;Type-de-retenue;Région;Département;Commune;Rivière;Date-construction;Lat;Lon;Lat. barrage;Long. Barrage;Lat. retenue;Long. Retenue;hauteur (m);Volume_Mm3;superficie_ha;Sbassin amont (km²);altitude_mNGF;Maitre-ouvrage_exploitant;Usages
516;Vanadal;"Type ""classique""";PACA;Var;La Garde-Freinet;Vanadal;1972;43,3281;6,4575;43,327912;6,45742;43,32767;6,458031;16,5;0,127;1;3;203,72;Commune De La Garde-freinet;Alimentation en eau
517;Vars Chabrières;Cuvette;PACA;Hautes Alpes;Vars;?;2011;44,5673;6,66261;44,567706;6,662733;44,567155;6,661746;19,95;0,125;1,7;4,8;2214;Commune de Vars;Loisirs
518;Vassivière;"Retenue ""classique""";Nouvelle Aquitaine;Creuse;Royère-de-Vassivière;La Maulde;1950;45,8144;1,85528;45,814488;1,852432;45,813225;1,854374;32,2;106;976;75;653;EDF;Hydroélectricité
519;Vaufrey;"retenue ""linéaire"" - vallée de rivière";Bourgogne-France-Comté;Doubs;Vaufrey;le Doubs;1949;47,3397;6,93111;47,339605;6,9312;47338951;6,932605;15;3,2;69,5;1400;411,5;EDF;Hydroélectricité
520;Vaugris;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Isère;Reventin-Vaugris;Le Rhône;1980;45,4944;4,82667;45,494691;4,826443;45,497218;4,830885;25,9;41;500;?;148;CNR;Hydroélectricité
521;Vaulouve;"Type ""classique""";PACA;Alpes de Haute Provence;Hautes-Duyes;Vaulouve;1991;44,1739;6,15083;44,174196;6,150814;44,174534;6,150331;19,5;0,2;5;3;814;Sivom Des Duyes Et Bleone;irrigation
522;Vaussaire;;Auvergne-Rhône-Alpes;Cantal;Trémouille;Rhue;1953;45,3653;2,64528;;;;;32,1;1,7;17;641;568,5;EDF;Hydroélectricité
523;Vendes;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Saint-Eloy-les-Mines;Vendes;1961;46,1431;2,84278;;;;;15;0,16;2;1,4;541;Commune de Saint-Eloy-les-Mines / Lyonnaise des Eaux;Alimentation en eau
524;Verdon;"Retenue ""classique""";Pays-de-la-Loire;Maine-et-Loire;La Tessoualle;Maine;1980;47,0208;-0,820833;47,020603;-0,821224;47,01756;-0,821911;21;14;220;73;107;Commune De Cholet;Alimentation en eau/Irrigation/Loisirs
525;Verne;"Retenue ""classique""";PACA;Var;La Môle;Verne;1991;43,2281;6,44389;43,228402;6,443939;43,228902;6,440506;42;8;57;32,28;90,5;?;Alimentation en eau
526;Verney;"Retenue ""classique""";Auvergne-Rhône-Alpes;Isère;Allemond;Eau D'olle;1984;45,1295;6,0431;45,129614;6,043223;45,131642;6,045755;42;15,5;75;161,7;775,5;EDF;Hydroélectricité
527;Vert;"Type ""classique""";Auvergne-Rhône-Alpes;Ardèche;Vernosc-lès-Annonay;Vert;1970;45,215;4,74625;;;;;15,0;0,4;6,26;?;?;ASI de Vert;?
528;Vérut;;Auvergne-Rhône-Alpes;Loire;Saint-Galmier;Verut;?;45,6088;4,33314;;;;;16;0,15;2,9;?;?;Commune de Saint-Galmier / SDEI;Alimentation en eau
529;Vezins;"retenue ""linéaire"" - vallée de rivière";Normandie;Manche;Saint-Laurent-de-Terregatte;La Selune;1932;48,5786;-1,2336;48,578786;-1,233423;48,57694;-1,232608;36;19;72;720;61;EDF;Hydroélectricité
530;Vicents;à déterminer;Occitanie;Tarn-et-Garonne;Monclar-de-Quercy;Vincens;?;43,9658;1,605;;;;;15,2;0,12;2,5;?;?;Commune De Labastide-rouairoux;Alimentation en eau
531;Vieux Pré;"Retenue ""classique""";Grand-Est;Meurthe-et-Moselle;Pexonne;Vieux-Pré;1986;48,4536;6,91889;48,45362;6,919182;48,456295;6,917036;69;61,6;302;11;388,3;EDF;Hydroélectricité / Alimentation en eau
532;Ville Halle;"retenue ""linéaire"" - vallée de rivière";Bretagne;Côte d'Armor;Plorec-sur-Arguenon;Arguenon;1973;48,4908;-2,29639;48,491225;-2,296643;48,490194;-2,298403;13,5;11,7;200;383;24;Département des Côtes d'Armor;Alimentation en eau, crues
533;Villebois;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Ain;Villebois;Le Rhône;1986;45,8458;5,41778;45,845613;5,417737;45,844496;5,417775;15,5;33;1986;?;208;CNR;Hydroélectricité
534;Villefort;"Retenue ""classique""";Occitanie;Lozère;Villefort;L'Altier;1964;44,4539;3,93167;44,454215;3,931636;44,454092;3,928653;70,5;35,7;136;126;615;?;Alimentation en eau/Hydroélectricité
535;Villefranche de Panat;"Retenue ""classique""";Occitanie;Aveyron;Villefranche de Panat;Alrance;1951;24,0917;2,70306;44,091516;2,703092;44,093804;2,702416;17,1;10,9;192;43;726;EDF;Hydroélectricité
536;Villejoubert;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Haute-Vienne;Champnétery;Maulde;1962;45,7953;1,56917;45,79556;1,569036;45,794513;1,571332;17,8;3,294;60;456;301;EDF;Hydroélectricité
537;Villeneuve;Retenue linéaire : Lit de rivière;Occitanie;Gard;Villeneuve-lès-Avignon;Le Rhône;1973;43,9961;4,81722;43,99592;4,817074;44,017903;4,819678;20,5;47;xx700;76600;?;EDF;Hydroélectricité
538;Villeneuve sur Lot;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Lot-et-Garonne;Villeneuve-sur-Lot;Lot;1969;44,4033;0,721944;44,403247;0,721723;44,403959;0,724041;19,3;15,6;165;?;54;EDF;Hydroélectricité
539;Villerest;"retenue ""linéaire"" - vallée de rivière";Auvergne-Rhône-Alpes;Loire;Commelle-Vernay;La Loire;1983;45,9862;4,04808;45,986401;4,047738;45,982405;4,038125;59;127;770;6520;325;Etablissement Public Loire / BRLi Exploitation;
540;Vinca;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Rodès;Têt;1978;42,6575;2,54417;42,65762;2,544056;42,654395;2,540708;55;24,6;177;940;247;Gestion CACG;Hydroélectricité
541;Vouglans;"retenue ""linéaire"" - vallée de rivière";Bourgogne-France-Comté;Jura;Cernon;L'Ain;1968;46,3975;5,66556;46,397583;5,665501;46,399477;5,668591;103;592,4;1650;1120;430;EDF;Hydroélectricité
542;Vouraie;"retenue ""linéaire"" - vallée de rivière";Pays-de-la-Loire;Vendée;Saint-Hilaire-le-Vouhis;La Vouraie;1999;46,6592;-1,13306;46,659584;-1,133005;46,661572;-1,136868;23;5,47;76;50;53;?;Irrigation/Alimentation en eau/Navigation
543;Wassy;;Grand-Est;Haute Marne;Wassy;?;?;48,4903;4,9475;;;;;17,9;2;13;4;?;Commune de Wassy;Loisirs
544;Yaté;"retenue ""linéaire"" - vallée de rivière";DOM-TOM;Nouvelle Calédonie;Yaté;Yaté;1959;-22,1512;166,881;-22,151842;166,881421;-22,151643;166,877258;54;315;4330;436;161;ENERCAL;Hydroélectricité
545;Zola;"Type ""classique""";PACA;Bouches du Rhône;Tholonet;Infernet;?;43,5325;5,51139;43,532257;5,511367;43,532171;5,511968;36;0,145;7;3,8;243,5;Société Du Canal De Provence;Crues
547;Goul;à déterminer;Occitanie;Aveyron;Saint-Hippolyte;Le Goul;1950;44,7264;2,55917;;;;;19;1;18;300;?;?;Irrigation
548;Caderousse aval;Retenue linéaire : Lit de rivière;Occitanie;Gard;Caderousse;Le Rhône;;;;44,095943;4,723192;44,101614;4,719569;;60;xx950;74000;40;?;Hydroélectricité, navigation
553;Beauvoir;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Isère;Saint-Romans;L'Isère;1963;45,12;5,31861;45,120143;5,318635;45,120737;5,319809;17,9;7,75;215;10138;180;?;Hydroélectricité
555;Condat;;Auvergne-Rhône-Alpes;Cantal;Condat;Grande rhue;1990;45,3475;2,77444;;;;;24,5;0,12;3;141;745,5;Commune de Condat;Hydroélectricité / loisirs
556;Villeneuve de la Raho ;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Villeneuve de la Raho ;Canal de Perpignan;1977;42,63126;2,90389;;Irrigation agricole, loisirs, lutte incendie;;1;;18;201;1;;;Irrigation, tourisme, soutien d'étiage
